Characteristic	Subcharacteristics	Definition	External Practice Source	External Practice Name	External Practice Group	Score Annotator A	Score Annotator B
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	2	1
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	1	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	1	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Models are not too stale	MONITORING TESTS FOR ML	1	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	1	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	1	2
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	2	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	2	3
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	4	4
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	1	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	3	3
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	2	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	3	3
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	1	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	1	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	1	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	2	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	1	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	1	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Models are not too stale	MONITORING TESTS FOR ML	1	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	1	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	1	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	2	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	2	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	3	3
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	2	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	3	3
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	2	1
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	2	2
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	2	2
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	2	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	2	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Models are not too stale	MONITORING TESTS FOR ML	2	1
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	2	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	2	0
