Characteristic	Subcharacteristics	Definition	External Practice Source	External Practice Name	External Practice Group	Score Annotator A	Score Annotator B
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	1	2
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Write Reusable Scripts for Data Cleaning and Merging	Data	0	1
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Share a Clearly Defined Training Objective within the Team	Training	0	1
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	1	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Actively Remove or Archive Features That are Not Used	Training	0	1
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Peer Review Training Scripts	Training	2	1
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Enable Shadow Deployment	Deployment	1	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	1	2
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Enable Automatic Roll Backs for Production Models	Deployment	1	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	0	1
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Provide Audit Trails	Deployment	0	1
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Communicate, Align, and Collaborate With Others	Team	1	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Serban	Have Your Application Audited	Governance	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Serban	Use Sanity Checks for All External Data Sources	Data	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Serban	Continuously Measure Model Quality and Performance	Training	1	2
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Serban	Run Automated Regression Tests	Coding	0	1
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Serban	Automate Model Deployment	Deployment	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Serban	Enable Shadow Deployment	Deployment	1	2
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Serban	Use A Collaborative Development Platform	Team	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Serban	Decide Trade-Offs through Defined Team Process	Team	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Serban	Have Your Application Audited	Governance	1	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Use Sanity Checks for All External Data Sources	Data	0	1
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	0	1
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Ensure Data Labelling is Performed in a Strictly Controlled Process	Data	0	1
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Make Data Sets Available on Shared Infrastructure (private or public)	Data	2	3
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Share a Clearly Defined Training Objective within the Team	Training	0	1
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	0	1
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	1	2
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Employ Interpretable Models When Possible	Training	0	1
